x,y,z
2.220000000000000098e-02,2.250000000000000056e-01,-2.547469087664894129e-03
2.220000000000000098e-02,2.250000000000000056e-01,1.273734543832448583e-03
2.220000000000000098e-02,2.250000000000000056e-01,5.094938175329789994e-03
2.160000000000000114e-02,3.000000000000000444e-01,-6.196546429455149219e-03
2.160000000000000114e-02,3.000000000000000444e-01,-2.478618571782059340e-03
2.160000000000000114e-02,3.000000000000000444e-01,1.239309285891030971e-03
2.160000000000000114e-02,3.000000000000000444e-01,4.957237143564119548e-03
2.100000000000000130e-02,3.750000000000000000e-01,-6.024420139748062029e-03
2.100000000000000130e-02,3.750000000000000000e-01,-2.409768055899224118e-03
2.100000000000000130e-02,3.750000000000000000e-01,1.204884027949613577e-03
2.100000000000000130e-02,3.750000000000000000e-01,4.819536111798449970e-03
2.040000000000000147e-02,4.500000000000000111e-01,-5.852293850040973973e-03
2.040000000000000147e-02,4.500000000000000111e-01,-2.340917540016388895e-03
2.040000000000000147e-02,4.500000000000000111e-01,1.170458770008195749e-03
2.040000000000000147e-02,4.500000000000000111e-01,4.681835080032779525e-03
1.980000000000000163e-02,5.250000000000000222e-01,-5.680167560333887651e-03
1.980000000000000163e-02,5.250000000000000222e-01,-2.272067024133554540e-03
1.980000000000000163e-02,5.250000000000000222e-01,1.136033512066778571e-03
1.980000000000000163e-02,5.250000000000000222e-01,4.544134048267109947e-03
1.920000000000000179e-02,6.000000000000000888e-01,-5.508041270626799595e-03
1.920000000000000179e-02,6.000000000000000888e-01,-2.203216508250719317e-03
1.920000000000000179e-02,6.000000000000000888e-01,1.101608254125360960e-03
1.920000000000000179e-02,6.000000000000000888e-01,4.406433016501439502e-03
1.860000000000000195e-02,6.750000000000000444e-01,-5.335914980919712405e-03
1.860000000000000195e-02,6.750000000000000444e-01,-2.134365992367884528e-03
1.860000000000000195e-02,6.750000000000000444e-01,1.067182996183943348e-03
1.860000000000000195e-02,6.750000000000000444e-01,4.268731984735769924e-03
1.799999999999999864e-02,7.500000000000000000e-01,-5.163788691212624349e-03
1.799999999999999864e-02,7.500000000000000000e-01,-2.065515476485049306e-03
1.799999999999999864e-02,7.500000000000000000e-01,1.032757738242525737e-03
1.799999999999999864e-02,7.500000000000000000e-01,4.131030952970099479e-03
1.739999999999999880e-02,8.250000000000000666e-01,-4.991662401505537160e-03
1.739999999999999880e-02,8.250000000000000666e-01,-1.996664960602214517e-03
1.739999999999999880e-02,8.250000000000000666e-01,9.983324803011083427e-04
1.739999999999999880e-02,8.250000000000000666e-01,3.993329921204429901e-03
1.679999999999999896e-02,9.000000000000000222e-01,-4.819536111798449103e-03
1.679999999999999896e-02,9.000000000000000222e-01,-1.927814444719379294e-03
1.679999999999999896e-02,9.000000000000000222e-01,9.639072223596906229e-04
1.679999999999999896e-02,9.000000000000000222e-01,3.855628889438759456e-03
1.619999999999999912e-02,9.750000000000000888e-01,-4.647409822091361914e-03
1.619999999999999912e-02,9.750000000000000888e-01,-1.858963928836544289e-03
1.619999999999999912e-02,9.750000000000000888e-01,9.294819644182732285e-04
1.619999999999999912e-02,9.750000000000000888e-01,3.717927857673089878e-03
2.999999999999999889e-02,0.000000000000000000e+00,-7.129490624999999283e-03
2.999999999999999889e-02,0.000000000000000000e+00,-2.851796249999999193e-03
2.999999999999999889e-02,0.000000000000000000e+00,1.425898125000001114e-03
2.999999999999999889e-02,0.000000000000000000e+00,5.703592500000000121e-03
2.924999999999999822e-02,7.500000000000001110e-02,-6.951253359374999496e-03
2.924999999999999822e-02,7.500000000000001110e-02,-2.780501343749999278e-03
2.924999999999999822e-02,7.500000000000001110e-02,1.390250671875001157e-03
